model,prompt_version,category,file,seconds
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,104_md.md,18.876
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,107_md.md,9.723
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,115_md.md,3.647
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,116_md.md,3.238
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,120_md.md,19.164
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,121_md.md,10.657
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,122_md.md,12.364
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,123_md.md,18.385
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,124_md.md,17.725
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,125_md.md,12.55
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,126_md.md,8.671
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,127_md.md,8.922
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,128_md.md,14.063
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,129_md.md,14.017
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,133_md.md,62.619
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,134_md.md,40.967
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,136_md.md,112.714
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,137_md.md,24.641
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,142_md.md,15.487
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,147_md.md,11.974
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,148_md.md,12.117
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,149_md.md,53.666
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,151_md.md,14.689
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,153_md.md,22.5
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,154_md.md,29.336
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,156_md.md,29.234
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,157_md.md,9.572
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,158_md.md,10.817
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,159_md.md,7.681
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,161_md.md,19.756
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,162_md.md,6.096
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,163_md.md,33.197
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,164_md.md,2.804
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,166_md.md,1.892
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,167_md.md,8.897
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,168_md.md,6.408
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,169_md.md,29.621
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,170_md.md,1.763
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,171_md.md,14.946
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,174_md.md,22.781
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,175_md.md,29.783
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,176_md.md,22.392
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,177_md.md,28.895
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,179_md.md,24.38
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,180_md.md,25.244
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,186_md.md,10.218
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,187_md.md,19.487
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,188_md.md,17.533
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,189_md.md,21.827
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,190_md.md,21.842
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,191_md.md,16.279
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,192_md.md,23.201
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,193_md.md,17.77
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,194_md.md,18.381
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,195_md.md,10.543
deepseek-v3.2,anchor_v3,1_长篇结构化应用文档,198_md.md,9.03
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,25_md.md,22.002
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,27_md.md,21.15
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,28_md.md,16.287
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,29_md.md,31.327
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,30_md.md,15.166
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,33_md.md,6.327
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,60_md.md,28.734
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,105_md.md,18.952
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,143_md.md,24.7
deepseek-v3.2,anchor_v3,2_学术论文与专业文献,150_md.md,17.978
deepseek-v3.2,anchor_v3,3_二维表格与日程数据,145_md.md,3.219
deepseek-v3.2,anchor_v3,3_二维表格与日程数据,160_md.md,9.958
deepseek-v3.2,anchor_v3,3_二维表格与日程数据,165_md.md,51.112
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,21_md.md,5.835
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,39_md.md,8.526
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,58_md.md,24.308
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,59_md.md,13.602
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,80_md.md,10.236
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,81_md.md,12.801
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,82_md.md,15.387
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,95_md.md,70.884
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,106_md.md,18.625
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,108_md.md,54.595
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,109_md.md,4.566
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,110_md.md,32.405
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,111_md.md,38.455
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,112_md.md,4.014
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,113_md.md,21.644
deepseek-v3.2,anchor_v3,6_纯信息罗列清单,114_md.md,7.808
