model,prompt_version,category,file,seconds
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,69_md.md,4.192
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,70_md.md,13.739
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,71_md.md,8.261
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,72_md.md,11.967
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,73_md.md,11.27
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,85_md.md,3.652
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,86_md.md,16.212
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,88_md.md,11.84
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,93_md.md,10.803
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,94_md.md,9.405
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,99_md.md,2.578
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,100_md.md,15.773
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,101_md.md,19.114
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,102_md.md,4.759
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,103_md.md,8.481
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,104_md.md,18.651
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,107_md.md,7.651
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,115_md.md,3.347
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,116_md.md,9.385
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,120_md.md,10.418
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,121_md.md,9.033
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,122_md.md,16.141
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,123_md.md,12.223
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,124_md.md,10.922
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,125_md.md,9.905
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,126_md.md,8.477
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,127_md.md,9.537
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,128_md.md,9.685
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,129_md.md,7.588
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,133_md.md,62.75
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,134_md.md,6.241
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,136_md.md,23.553
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,137_md.md,12.852
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,142_md.md,7.46
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,147_md.md,10.942
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,148_md.md,6.766
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,149_md.md,13.387
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,151_md.md,6.379
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,153_md.md,8.452
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,154_md.md,8.6
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,156_md.md,6.452
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,157_md.md,8.079
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,158_md.md,7.048
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,159_md.md,7.665
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,161_md.md,9.472
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,162_md.md,3.8
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,163_md.md,8.185
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,164_md.md,1.81
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,166_md.md,2.956
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,167_md.md,6.123
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,168_md.md,3.972
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,169_md.md,10.307
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,170_md.md,2.58
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,171_md.md,8.545
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,174_md.md,13.299
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,175_md.md,8.874
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,176_md.md,12.549
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,177_md.md,15.436
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,179_md.md,12.8
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,180_md.md,9.578
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,186_md.md,8.159
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,187_md.md,10.182
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,188_md.md,9.428
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,189_md.md,26.367
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,190_md.md,15.999
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,191_md.md,10.734
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,192_md.md,12.246
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,193_md.md,11.389
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,194_md.md,11.143
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,195_md.md,7.045
deepseek-v3.2,anchor_v2,1_长篇结构化应用文档,198_md.md,6.014
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,25_md.md,8.884
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,27_md.md,7.853
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,28_md.md,6.045
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,29_md.md,9.083
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,30_md.md,5.572
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,33_md.md,8.618
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,60_md.md,5.162
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,105_md.md,9.596
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,143_md.md,12.606
deepseek-v3.2,anchor_v2,2_学术论文与专业文献,150_md.md,8.507
deepseek-v3.2,anchor_v2,3_二维表格与日程数据,145_md.md,3.334
deepseek-v3.2,anchor_v2,3_二维表格与日程数据,160_md.md,7.499
deepseek-v3.2,anchor_v2,3_二维表格与日程数据,165_md.md,7.487
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,21_md.md,3.761
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,39_md.md,4.376
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,58_md.md,4.361
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,59_md.md,8.858
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,80_md.md,7.892
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,81_md.md,11.187
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,82_md.md,9.095
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,95_md.md,57.636
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,106_md.md,2.034
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,108_md.md,34.119
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,109_md.md,2.078
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,110_md.md,40.461
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,111_md.md,53.938
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,112_md.md,1.545
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,113_md.md,90.52
deepseek-v3.2,anchor_v2,6_纯信息罗列清单,114_md.md,13.054
