file,category,model,prompt_version,score_rate,omission_rate
159_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.375,0.375
161_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.25,0.5
162_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.0,0.75
163_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.0,1.0
164_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.25,0.75
166_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.375,0.625
167_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.6875,0.125
168_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5625,0.25
169_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.4375,0.25
170_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.625,0.375
171_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5625,0.375
174_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.625,0.25
175_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5,0.375
176_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.375,0.375
177_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5,0.375
179_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5,0.375
180_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.3125,0.5
186_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5625,0.125
187_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.1875,0.75
189_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5625,0.25
190_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.625,0.25
191_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.625,0.25
192_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.3125,0.5
193_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.6875,0.0
194_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.0625,0.875
195_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.3125,0.375
198_md.md,1_长篇结构化应用文档,deepseek-v3.2,anchor_v2,0.5,0.375
25_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.9375,0.0
27_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.0625,0.875
28_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.625,0.25
29_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.75,0.25
30_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.4375,0.375
33_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.5625,0.375
60_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.0,1.0
105_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.3125,0.5
143_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.375,0.625
150_md.md,2_学术论文与专业文献,deepseek-v3.2,anchor_v2,0.0625,0.875
145_md.md,3_二维表格与日程数据,deepseek-v3.2,anchor_v2,0.375,0.5
160_md.md,3_二维表格与日程数据,deepseek-v3.2,anchor_v2,0.4375,0.375
165_md.md,3_二维表格与日程数据,deepseek-v3.2,anchor_v2,0.5,0.5
21_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.375,0.5
39_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.1875,0.75
58_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.4375,0.5
59_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.3125,0.5
80_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.625,0.375
81_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.75,0.125
82_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.625,0.25
95_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.4375,0.375
106_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.3125,0.5
108_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.5,0.25
109_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.0,1.0
110_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.625,0.25
111_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.75,0.25
112_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.3125,0.625
113_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.6875,0.25
114_md.md,6_纯信息罗列清单,deepseek-v3.2,anchor_v2,0.625,0.125
